incident_nb,quarter,Key,Right_Key,Crime_nb,Right_quarter,CATEGORIE
8,2020 Q1,Caserne 41 Grid0_0,Caserne 41 Grid0_0,3,2020 Q1,Méfait
8,2020 Q1,Caserne 41 Grid0_0,Caserne 41 Grid0_0,4,2020 Q1,Vol dans / sur véhicule à moteur
8,2020 Q1,Caserne 41 Grid0_0,Caserne 41 Grid0_0,2,2020 Q1,Vol de véhicule à moteur
8,2020 Q1,Caserne 41 Grid0_0,Caserne 41 Grid0_0,3,2020 Q1,Vols qualifiés
9,2020 Q2,Caserne 41 Grid0_0,Caserne 41 Grid0_0,3,2020 Q2,Introduction
9,2020 Q2,Caserne 41 Grid0_0,Caserne 41 Grid0_0,3,2020 Q2,Méfait
9,2020 Q2,Caserne 41 Grid0_0,Caserne 41 Grid0_0,3,2020 Q2,Vol dans / sur véhicule à moteur
9,2020 Q2,Caserne 41 Grid0_0,Caserne 41 Grid0_0,6,2020 Q2,Vol de véhicule à moteur
9,2020 Q2,Caserne 41 Grid0_0,Caserne 41 Grid0_0,1,2020 Q2,Vols qualifiés
10,2020 Q3,Caserne 41 Grid0_0,Caserne 41 Grid0_0,5,2020 Q3,Introduction
10,2020 Q3,Caserne 41 Grid0_0,Caserne 41 Grid0_0,4,2020 Q3,Méfait
10,2020 Q3,Caserne 41 Grid0_0,Caserne 41 Grid0_0,1,2020 Q3,Vol dans / sur véhicule à moteur
10,2020 Q3,Caserne 41 Grid0_0,Caserne 41 Grid0_0,1,2020 Q3,Vol de véhicule à moteur
10,2020 Q3,Caserne 41 Grid0_0,Caserne 41 Grid0_0,1,2020 Q3,Vols qualifiés
7,2020 Q4,Caserne 41 Grid0_0,Caserne 41 Grid0_0,2,2020 Q4,Introduction
7,2020 Q4,Caserne 41 Grid0_0,Caserne 41 Grid0_0,4,2020 Q4,Méfait
7,2020 Q4,Caserne 41 Grid0_0,Caserne 41 Grid0_0,1,2020 Q4,Vol dans / sur véhicule à moteur
7,2020 Q4,Caserne 41 Grid0_0,Caserne 41 Grid0_0,2,2020 Q4,Vol de véhicule à moteur
7,2020 Q4,Caserne 41 Grid0_0,Caserne 41 Grid0_0,1,2020 Q4,Vols qualifiés
5,2021 Q1,Caserne 41 Grid0_0,Caserne 41 Grid0_0,2,2021 Q1,Introduction
5,2021 Q1,Caserne 41 Grid0_0,Caserne 41 Grid0_0,2,2021 Q1,Méfait
5,2021 Q1,Caserne 41 Grid0_0,Caserne 41 Grid0_0,4,2021 Q1,Vol dans / sur véhicule à moteur
5,2021 Q1,Caserne 41 Grid0_0,Caserne 41 Grid0_0,1,2021 Q1,Vol de véhicule à moteur
11,2021 Q2,Caserne 41 Grid0_0,Caserne 41 Grid0_0,1,2021 Q2,Introduction
11,2021 Q2,Caserne 41 Grid0_0,Caserne 41 Grid0_0,2,2021 Q2,Méfait
11,2021 Q2,Caserne 41 Grid0_0,Caserne 41 Grid0_0,3,2021 Q2,Vol dans / sur véhicule à moteur
11,2021 Q2,Caserne 41 Grid0_0,Caserne 41 Grid0_0,5,2021 Q2,Vol de véhicule à moteur
13,2021 Q3,Caserne 41 Grid0_0,Caserne 41 Grid0_0,3,2021 Q3,Introduction
13,2021 Q3,Caserne 41 Grid0_0,Caserne 41 Grid0_0,3,2021 Q3,Méfait
13,2021 Q3,Caserne 41 Grid0_0,Caserne 41 Grid0_0,5,2021 Q3,Vol dans / sur véhicule à moteur
13,2021 Q3,Caserne 41 Grid0_0,Caserne 41 Grid0_0,5,2021 Q3,Vol de véhicule à moteur
6,2021 Q4,Caserne 41 Grid0_0,Caserne 41 Grid0_0,1,2021 Q4,Introduction
6,2021 Q4,Caserne 41 Grid0_0,Caserne 41 Grid0_0,5,2021 Q4,Méfait
6,2021 Q4,Caserne 41 Grid0_0,Caserne 41 Grid0_0,2,2021 Q4,Vol dans / sur véhicule à moteur
6,2021 Q4,Caserne 41 Grid0_0,Caserne 41 Grid0_0,4,2021 Q4,Vol de véhicule à moteur
6,2021 Q4,Caserne 41 Grid0_0,Caserne 41 Grid0_0,1,2021 Q4,Vols qualifiés
6,2022 Q1,Caserne 41 Grid0_0,Caserne 41 Grid0_0,1,2022 Q1,Introduction
6,2022 Q1,Caserne 41 Grid0_0,Caserne 41 Grid0_0,4,2022 Q1,Méfait
6,2022 Q1,Caserne 41 Grid0_0,Caserne 41 Grid0_0,2,2022 Q1,Vol dans / sur véhicule à moteur
6,2022 Q1,Caserne 41 Grid0_0,Caserne 41 Grid0_0,5,2022 Q1,Vol de véhicule à moteur
6,2022 Q1,Caserne 41 Grid0_0,Caserne 41 Grid0_0,1,2022 Q1,Vols qualifiés
3,2022 Q2,Caserne 41 Grid0_0,Caserne 41 Grid0_0,1,2022 Q2,Introduction
3,2022 Q2,Caserne 41 Grid0_0,Caserne 41 Grid0_0,2,2022 Q2,Méfait
3,2022 Q2,Caserne 41 Grid0_0,Caserne 41 Grid0_0,1,2022 Q2,Vol dans / sur véhicule à moteur
3,2022 Q2,Caserne 41 Grid0_0,Caserne 41 Grid0_0,3,2022 Q2,Vol de véhicule à moteur
3,2022 Q2,Caserne 41 Grid0_0,Caserne 41 Grid0_0,1,2022 Q2,Vols qualifiés
2,2015 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,4,2015 Q1,Introduction
2,2015 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,3,2015 Q1,Méfait
2,2015 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,4,2015 Q1,Vol dans / sur véhicule à moteur
2,2015 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,3,2015 Q1,Vol de véhicule à moteur
2,2015 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2015 Q1,Vols qualifiés
4,2015 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,4,2015 Q2,Introduction
4,2015 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,3,2015 Q2,Méfait
4,2015 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,10,2015 Q2,Vol dans / sur véhicule à moteur
4,2015 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2015 Q2,Vol de véhicule à moteur
4,2015 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2015 Q2,Vols qualifiés
5,2015 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,6,2015 Q3,Introduction
5,2015 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,3,2015 Q3,Méfait
5,2015 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,4,2015 Q3,Vol dans / sur véhicule à moteur
5,2015 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,2,2015 Q3,Vol de véhicule à moteur
5,2015 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,6,2015 Q4,Introduction
5,2015 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,6,2015 Q4,Méfait
5,2015 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,4,2015 Q4,Vol dans / sur véhicule à moteur
5,2015 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2015 Q4,Vol de véhicule à moteur
6,2016 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,4,2016 Q1,Introduction
6,2016 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,3,2016 Q1,Méfait
6,2016 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,3,2016 Q1,Vol dans / sur véhicule à moteur
6,2016 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,5,2016 Q1,Vol de véhicule à moteur
6,2016 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2016 Q1,Vols qualifiés
7,2016 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,4,2016 Q2,Introduction
7,2016 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,2,2016 Q2,Méfait
7,2016 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,7,2016 Q2,Vol dans / sur véhicule à moteur
7,2016 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,6,2016 Q2,Vol de véhicule à moteur
5,2016 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,6,2016 Q3,Introduction
5,2016 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,4,2016 Q3,Méfait
5,2016 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,8,2016 Q3,Vol dans / sur véhicule à moteur
5,2016 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,2,2016 Q3,Vol de véhicule à moteur
2,2016 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,3,2016 Q4,Introduction
2,2016 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,3,2016 Q4,Méfait
2,2016 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,2,2016 Q4,Vol dans / sur véhicule à moteur
2,2016 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2016 Q4,Vol de véhicule à moteur
2,2016 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2016 Q4,Vols qualifiés
1,2017 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2017 Q1,Méfait
1,2017 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2017 Q1,Vol de véhicule à moteur
7,2017 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,4,2017 Q3,Introduction
7,2017 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2017 Q3,Méfait
7,2017 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2017 Q3,Vol dans / sur véhicule à moteur
7,2017 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,2,2017 Q3,Vol de véhicule à moteur
8,2017 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,4,2017 Q4,Introduction
8,2017 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,2,2017 Q4,Méfait
8,2017 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2017 Q4,Vol dans / sur véhicule à moteur
8,2017 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,2,2017 Q4,Vol de véhicule à moteur
4,2018 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,3,2018 Q1,Introduction
4,2018 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,2,2018 Q1,Vol dans / sur véhicule à moteur
4,2018 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2018 Q1,Vol de véhicule à moteur
3,2018 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2018 Q2,Introduction
3,2018 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2018 Q2,Méfait
3,2018 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,4,2018 Q2,Vol dans / sur véhicule à moteur
3,2018 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,3,2018 Q2,Vol de véhicule à moteur
3,2018 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,4,2018 Q3,Introduction
3,2018 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,2,2018 Q3,Méfait
3,2018 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2018 Q3,Vol dans / sur véhicule à moteur
3,2018 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,3,2018 Q3,Vol de véhicule à moteur
4,2018 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,2,2018 Q4,Introduction
4,2018 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2018 Q4,Méfait
4,2018 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,2,2018 Q4,Vol dans / sur véhicule à moteur
4,2018 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,5,2018 Q4,Vol de véhicule à moteur
4,2018 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2018 Q4,Vols qualifiés
3,2019 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,3,2019 Q1,Vol de véhicule à moteur
6,2019 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2019 Q2,Introduction
6,2019 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2019 Q2,Méfait
6,2019 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2019 Q2,Vol dans / sur véhicule à moteur
6,2019 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,5,2019 Q2,Vol de véhicule à moteur
2,2019 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,2,2019 Q3,Introduction
2,2019 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,2,2019 Q3,Méfait
2,2019 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,2,2019 Q3,Vol dans / sur véhicule à moteur
2,2019 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,5,2019 Q3,Vol de véhicule à moteur
2,2019 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2019 Q3,Vols qualifiés
4,2019 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,5,2019 Q4,Introduction
4,2019 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2019 Q4,Méfait
4,2019 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,2,2019 Q4,Vol dans / sur véhicule à moteur
2,2020 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2020 Q1,Introduction
2,2020 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2020 Q1,Méfait
2,2020 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,2,2020 Q1,Vol dans / sur véhicule à moteur
2,2020 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2020 Q1,Vol de véhicule à moteur
2,2020 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,2,2020 Q1,Vols qualifiés
3,2020 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2020 Q2,Introduction
3,2020 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,2,2020 Q2,Méfait
3,2020 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,3,2020 Q2,Vol dans / sur véhicule à moteur
3,2020 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,3,2020 Q2,Vol de véhicule à moteur
3,2020 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2020 Q2,Vols qualifiés
7,2020 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,5,2020 Q3,Introduction
7,2020 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,5,2020 Q3,Méfait
7,2020 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,3,2020 Q3,Vol dans / sur véhicule à moteur
7,2020 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,3,2020 Q3,Vol de véhicule à moteur
4,2020 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,3,2020 Q4,Introduction
4,2020 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,5,2020 Q4,Méfait
4,2020 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,3,2020 Q4,Vol dans / sur véhicule à moteur
4,2020 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,3,2020 Q4,Vol de véhicule à moteur
1,2021 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,2,2021 Q1,Introduction
1,2021 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,2,2021 Q1,Méfait
1,2021 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,2,2021 Q1,Vol dans / sur véhicule à moteur
3,2021 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,4,2021 Q2,Introduction
3,2021 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2021 Q2,Méfait
3,2021 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,3,2021 Q2,Vol dans / sur véhicule à moteur
3,2021 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,6,2021 Q2,Vol de véhicule à moteur
3,2021 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2021 Q2,Vols qualifiés
5,2021 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,2,2021 Q3,Introduction
5,2021 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2021 Q3,Méfait
5,2021 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,4,2021 Q3,Vol dans / sur véhicule à moteur
5,2021 Q3,Caserne 41 Grid0_1,Caserne 41 Grid0_1,3,2021 Q3,Vol de véhicule à moteur
2,2021 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,2,2021 Q4,Introduction
2,2021 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2021 Q4,Méfait
2,2021 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,3,2021 Q4,Vol dans / sur véhicule à moteur
2,2021 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,9,2021 Q4,Vol de véhicule à moteur
2,2021 Q4,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2021 Q4,Vols qualifiés
5,2022 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2022 Q1,Introduction
5,2022 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2022 Q1,Méfait
5,2022 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,3,2022 Q1,Vol dans / sur véhicule à moteur
5,2022 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2022 Q1,Vol de véhicule à moteur
5,2022 Q1,Caserne 41 Grid0_1,Caserne 41 Grid0_1,2,2022 Q1,Vols qualifiés
5,2022 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,3,2022 Q2,Introduction
5,2022 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,2,2022 Q2,Vol dans / sur véhicule à moteur
5,2022 Q2,Caserne 41 Grid0_1,Caserne 41 Grid0_1,1,2022 Q2,Vol de véhicule à moteur
6,2015 Q1,Caserne 41 Grid1_0,Caserne 41 Grid1_0,4,2015 Q1,Introduction
6,2015 Q1,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2015 Q1,Méfait
6,2015 Q1,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2015 Q1,Vol dans / sur véhicule à moteur
4,2015 Q2,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2015 Q2,Introduction
4,2015 Q2,Caserne 41 Grid1_0,Caserne 41 Grid1_0,6,2015 Q2,Méfait
4,2015 Q2,Caserne 41 Grid1_0,Caserne 41 Grid1_0,6,2015 Q2,Vol dans / sur véhicule à moteur
4,2015 Q2,Caserne 41 Grid1_0,Caserne 41 Grid1_0,5,2015 Q2,Vol de véhicule à moteur
4,2015 Q3,Caserne 41 Grid1_0,Caserne 41 Grid1_0,4,2015 Q3,Introduction
4,2015 Q3,Caserne 41 Grid1_0,Caserne 41 Grid1_0,3,2015 Q3,Méfait
4,2015 Q3,Caserne 41 Grid1_0,Caserne 41 Grid1_0,4,2015 Q3,Vol dans / sur véhicule à moteur
4,2015 Q3,Caserne 41 Grid1_0,Caserne 41 Grid1_0,2,2015 Q3,Vol de véhicule à moteur
5,2015 Q4,Caserne 41 Grid1_0,Caserne 41 Grid1_0,2,2015 Q4,Introduction
5,2015 Q4,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2015 Q4,Méfait
5,2015 Q4,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2015 Q4,Vol dans / sur véhicule à moteur
5,2016 Q1,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2016 Q1,Introduction
5,2016 Q1,Caserne 41 Grid1_0,Caserne 41 Grid1_0,3,2016 Q1,Méfait
5,2016 Q1,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2016 Q1,Vol dans / sur véhicule à moteur
10,2016 Q2,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2016 Q2,Introduction
10,2016 Q2,Caserne 41 Grid1_0,Caserne 41 Grid1_0,2,2016 Q2,Méfait
10,2016 Q2,Caserne 41 Grid1_0,Caserne 41 Grid1_0,4,2016 Q2,Vol dans / sur véhicule à moteur
10,2016 Q2,Caserne 41 Grid1_0,Caserne 41 Grid1_0,2,2016 Q2,Vol de véhicule à moteur
7,2016 Q3,Caserne 41 Grid1_0,Caserne 41 Grid1_0,8,2016 Q3,Introduction
7,2016 Q3,Caserne 41 Grid1_0,Caserne 41 Grid1_0,4,2016 Q3,Méfait
3,2016 Q4,Caserne 41 Grid1_0,Caserne 41 Grid1_0,2,2016 Q4,Introduction
3,2016 Q4,Caserne 41 Grid1_0,Caserne 41 Grid1_0,2,2016 Q4,Vol dans / sur véhicule à moteur
3,2016 Q4,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2016 Q4,Vols qualifiés
4,2017 Q1,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2017 Q1,Introduction
4,2017 Q1,Caserne 41 Grid1_0,Caserne 41 Grid1_0,2,2017 Q1,Méfait
4,2017 Q1,Caserne 41 Grid1_0,Caserne 41 Grid1_0,2,2017 Q1,Vol dans / sur véhicule à moteur
4,2017 Q1,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2017 Q1,Vol de véhicule à moteur
5,2017 Q2,Caserne 41 Grid1_0,Caserne 41 Grid1_0,5,2017 Q2,Introduction
5,2017 Q2,Caserne 41 Grid1_0,Caserne 41 Grid1_0,5,2017 Q2,Méfait
5,2017 Q2,Caserne 41 Grid1_0,Caserne 41 Grid1_0,3,2017 Q2,Vol dans / sur véhicule à moteur
5,2017 Q2,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2017 Q2,Vol de véhicule à moteur
5,2017 Q2,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2017 Q2,Vols qualifiés
10,2017 Q3,Caserne 41 Grid1_0,Caserne 41 Grid1_0,2,2017 Q3,Introduction
10,2017 Q3,Caserne 41 Grid1_0,Caserne 41 Grid1_0,2,2017 Q3,Méfait
10,2017 Q3,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2017 Q3,Vol dans / sur véhicule à moteur
10,2017 Q3,Caserne 41 Grid1_0,Caserne 41 Grid1_0,2,2017 Q3,Vol de véhicule à moteur
6,2017 Q4,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2017 Q4,Introduction
6,2017 Q4,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2017 Q4,Méfait
6,2017 Q4,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2017 Q4,Vol dans / sur véhicule à moteur
3,2018 Q1,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2018 Q1,Introduction
3,2018 Q1,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2018 Q1,Vol dans / sur véhicule à moteur
4,2018 Q2,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2018 Q2,Introduction
4,2018 Q2,Caserne 41 Grid1_0,Caserne 41 Grid1_0,3,2018 Q2,Méfait
4,2018 Q2,Caserne 41 Grid1_0,Caserne 41 Grid1_0,3,2018 Q2,Vol dans / sur véhicule à moteur
8,2018 Q3,Caserne 41 Grid1_0,Caserne 41 Grid1_0,3,2018 Q3,Introduction
8,2018 Q3,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2018 Q3,Vol dans / sur véhicule à moteur
6,2018 Q4,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2018 Q4,Introduction
6,2018 Q4,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2018 Q4,Méfait
6,2018 Q4,Caserne 41 Grid1_0,Caserne 41 Grid1_0,3,2018 Q4,Vol dans / sur véhicule à moteur
3,2019 Q1,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2019 Q1,Méfait
3,2019 Q1,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2019 Q1,Vol dans / sur véhicule à moteur
3,2019 Q1,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2019 Q1,Vol de véhicule à moteur
3,2019 Q1,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2019 Q1,Vols qualifiés
8,2019 Q2,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2019 Q2,Introduction
8,2019 Q2,Caserne 41 Grid1_0,Caserne 41 Grid1_0,4,2019 Q2,Méfait
8,2019 Q2,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2019 Q2,Vol dans / sur véhicule à moteur
8,2019 Q2,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2019 Q2,Vol de véhicule à moteur
15,2019 Q3,Caserne 41 Grid1_0,Caserne 41 Grid1_0,2,2019 Q3,Méfait
15,2019 Q3,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2019 Q3,Vol de véhicule à moteur
8,2019 Q4,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2019 Q4,Introduction
8,2019 Q4,Caserne 41 Grid1_0,Caserne 41 Grid1_0,4,2019 Q4,Méfait
8,2019 Q4,Caserne 41 Grid1_0,Caserne 41 Grid1_0,2,2019 Q4,Vol dans / sur véhicule à moteur
8,2019 Q4,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2019 Q4,Vol de véhicule à moteur
8,2019 Q4,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2019 Q4,Vols qualifiés
10,2020 Q1,Caserne 41 Grid1_0,Caserne 41 Grid1_0,2,2020 Q1,Introduction
10,2020 Q1,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2020 Q1,Méfait
10,2020 Q1,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2020 Q1,Vol dans / sur véhicule à moteur
10,2020 Q1,Caserne 41 Grid1_0,Caserne 41 Grid1_0,2,2020 Q1,Vol de véhicule à moteur
10,2020 Q1,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2020 Q1,Vols qualifiés
8,2020 Q2,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2020 Q2,Introduction
8,2020 Q2,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2020 Q2,Méfait
8,2020 Q2,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2020 Q2,Vol dans / sur véhicule à moteur
8,2020 Q2,Caserne 41 Grid1_0,Caserne 41 Grid1_0,3,2020 Q2,Vol de véhicule à moteur
8,2020 Q2,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2020 Q2,Vols qualifiés
4,2020 Q3,Caserne 41 Grid1_0,Caserne 41 Grid1_0,5,2020 Q3,Méfait
4,2020 Q3,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2020 Q3,Vol dans / sur véhicule à moteur
4,2020 Q3,Caserne 41 Grid1_0,Caserne 41 Grid1_0,2,2020 Q3,Vol de véhicule à moteur
6,2020 Q4,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2020 Q4,Introduction
6,2020 Q4,Caserne 41 Grid1_0,Caserne 41 Grid1_0,3,2020 Q4,Vol dans / sur véhicule à moteur
4,2021 Q1,Caserne 41 Grid1_0,Caserne 41 Grid1_0,2,2021 Q1,Introduction
4,2021 Q1,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2021 Q1,Vol dans / sur véhicule à moteur
4,2021 Q1,Caserne 41 Grid1_0,Caserne 41 Grid1_0,1,2021 Q1,Vol de véhicule à moteur
